"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","dif_vector"
"11160","8815",-0.844620745352225,9.108423745,-8.36947651972899,6.75552793101511e-14,9.25760768088527e-13,20.9791178297967,-3.40186031
"6776","644",-3.79938704349257,26.8061360907463,-8.36852938826601,6.79126082873867e-14,9.30055927069538e-13,20.9739170302,-0.228492039999999
"6777","4548",-1.88915700790014,14.3200273776866,-8.36674100166196,6.85924515989723e-14,9.38759482930121e-13,20.9640973029361,-0.34637717
"7786","25799",-0.713682952218623,6.17052085947761,-8.36649683129733,6.86857945946386e-14,9.39430112512597e-13,20.9627566550261,4.15376393
"10422","6288",6.32135969165182,15.796967393806,8.36193471915413,7.04532271286214e-14,9.62361102480318e-13,20.9377100242552,3.16162301
"10423","6289",6.32135969165182,15.796967393806,8.36193471915413,7.04532271286214e-14,9.62361102480318e-13,20.9377100242552,-9.56845005
"4194","23512",-2.85131045098517,23.4843133265672,-8.35917317799313,7.15449752635952e-14,9.76644230627918e-13,20.9225508252876,-5.72637784
"2731","5361",-2.1358810400216,16.2202740337313,-8.35890497402218,7.16518986418097e-14,9.77474001690521e-13,20.9210786292168,0.461721370000001
"14488","54762",1.76248007288259,6.13460353380597,8.35656429196606,7.25918116639579e-14,9.89659023109789e-13,20.9082310308852,0.40614959
"3087","54819",-2.31583835500675,18.1933316197015,-8.35041878918975,7.51182937667895e-14,1.02344448343614e-12,20.8745047244717,-2.1635653
"2405","653635",-2.23854154417814,24.0942097423881,-8.34998977148734,7.52978957976408e-14,1.02523214676659e-12,20.8721505768564,0.53626258
"18084","84872",-0.604834992885291,5.67847562343284,-8.34966967493659,7.5432177494435e-14,1.02640084290116e-12,20.870394136362,-0.20184375
"6653","587",-1.73150346135763,11.6328957376866,-8.34889965161354,7.57561807776128e-14,1.0301479113957e-12,20.8661689336845,0.3770359
"11812","8801",3.87933603528206,30.4859157238806,8.34802652865772,7.61252388448299e-14,1.03450244398112e-12,20.8613781580171,0.109346209999998
"5025","10540",-1.43673504730633,16.4069524327612,-8.34770783443853,7.62603915169088e-14,1.03567477863925e-12,20.8596295397573,0.334019339999999
"14501","81839",-3.24208113982188,20.7887383695522,-8.3473358800719,7.64184324811715e-14,1.03715625275215e-12,20.8575887187435,1.01429532
"18454","255758",-0.986990103562754,4.83025160522388,-8.3457113531118,7.71125071925482e-14,1.0459062595271e-12,20.8486756741525,-1.48739671
"15189","2178",-1.13995572469906,5.24136652858209,-8.34497187569288,7.74305182948203e-14,1.04954763953555e-12,20.8446186742154,-0.161592580000001
"1656","8974",-1.46950087044265,10.4053133014179,-8.34373063451914,7.79672445880175e-14,1.05614708685533e-12,20.8378090951162,1.30895102
"17926","25766",-0.891685502987857,5.3951874269403,-8.34160044463303,7.8896993009822e-14,1.06805859035533e-12,20.8261233830334,0.314282739999999
"7076","10005",-1.27123605224292,10.6896763792537,-8.34020671192317,7.95112595176966e-14,1.07568680979688e-12,20.8184782002925,-1.06263891
"20536","440288",-1.32816279147368,8.38264330917911,-8.33978935907751,7.96961244136269e-14,1.07749973951953e-12,20.8161889298126,1.15709596
"14574","11264",-2.23407911690688,16.1734245289552,-8.33955022027961,7.98022424797833e-14,1.0782463706484e-12,20.8148772179106,-0.40798178
"18714","147372",2.02606700228341,10.7877944340299,8.33834573937638,8.03388705073674e-14,1.08480516926009e-12,20.8082706386093,1.14305692
"4618","7188",-1.64867464611066,8.54687511104478,-8.33742910427556,8.07496571940728e-14,1.08965747599594e-12,20.8032430927136,0.25713512
"1471","286133",1.5523229848745,12.3380987914925,8.33712305654077,8.08872756365017e-14,1.0908197464258e-12,20.8015645251507,0.94104419
"7228","9825",-1.34645307125236,11.8405370921642,-8.3360012679916,8.1393698595313e-14,1.0969509532063e-12,20.7954120610171,0.495460229999999
"16057","83638",-0.704512650771925,7.16903833738806,-8.33371874721315,8.24338734612644e-14,1.11026321878598e-12,20.7828943411451,-0.534838540000001
"12517","3820",1.18696909417274,5.70041740753731,8.33340492415772,8.25779159217803e-14,1.11114879259175e-12,20.7811733672858,2.34015592
"6723","3712",2.6805599054224,25.9183492200746,8.33334702305956,8.26045194152744e-14,1.11114879259175e-12,20.7808558457319,-0.21875086
"6273","6147",-1.73051415378136,52.2983182570149,-8.33033736898104,8.39991389998485e-14,1.12919147135202e-12,20.7643522686771,0.44753309
"2199","10950",-3.37563217106072,23.0837864238806,-8.33017218066638,8.40763580471023e-14,1.12951282281922e-12,20.7634465047221,0.20892366
"1987","8243",-2.31286623947638,20.1608790667164,-8.32988697423684,8.42098469203681e-14,1.13058923755065e-12,20.7618826681605,-0.618484239999999
"17741","116028",-1.23779097902565,5.70845989962687,-8.32715458742903,8.54994435524747e-14,1.14717619449191e-12,20.7469013615992,-0.0466377500000004
"11928","23336",-1.52941014076653,9.4845563038806,-8.32682289605843,8.56573207200786e-14,1.14856708656683e-12,20.7450828471628,0.409406150000001
"13774","55652",-1.99043250188935,18.270088431791,-8.32480597736592,8.66235815042071e-14,1.16078886638085e-12,20.7340254770487,2.10014417
"15746","55607",-5.62798659295547,16.2205410373134,-8.32254037770756,8.77219017028575e-14,1.17476372280451e-12,20.7216057592307,0.382017980000001
"14357","5950",2.1188355523023,18.8560650571642,8.32007348952046,8.89335443166008e-14,1.1902375678405e-12,20.7080838063491,4.02609143999999
"11286","6738",-2.76410078369772,28.5162509604478,-8.31958363170138,8.91761157191643e-14,1.19273054774382e-12,20.7053988584785,-0.17255559
"43","4238",-1.70296209082052,14.0739504175373,-8.31862377323367,8.96533333889215e-14,1.1983567956957e-12,20.7001379448587,1.46707448
"17631","55676",-1.5577736031417,17.1078079189552,-8.31783210481372,9.00488401508128e-14,1.20288444352782e-12,20.6957990115179,-2.37126384
"5644","10449",1.56966098728475,15.6692931805224,8.31709143763717,9.04204370215318e-14,1.20708719517213e-12,20.6917397201172,0.19376071
"14374","51192",-3.00487289642914,19.6779398293284,-8.31440623980981,9.17804367851246e-14,1.2244712429028e-12,20.6770242076312,2.38872532
"1818","51535",-2.7207157994467,26.0575801976866,-8.31326681131141,9.2363659447137e-14,1.23147670802205e-12,20.6707803229759,0.368092580000001
"1114","219902",-2.29098869722538,12.5136745173134,-8.31296906321906,9.25166693654835e-14,1.23274097935669e-12,20.6691487556145,-0.120189549999999
"6455","22838",-0.944448446623483,7.06702024761194,-8.31262550936431,9.26935314287972e-14,1.23432128023287e-12,20.6672662096354,0.304140220000001
"13697","51654",-0.607945865152498,7.16773599873134,-8.31060348376821,9.3741301882587e-14,1.24748946085709e-12,20.6561867641812,1.21031355
"3019","2534",3.98410658044804,23.9934070662687,8.30978816081269,9.41671065899338e-14,1.25236931589098e-12,20.6517195397228,0.422837289999999
"18276","144455",-2.2544681942942,8.37439020059701,-8.3086158182401,9.47827364050266e-14,1.25976603103946e-12,20.6452964153925,0.37173756
"5112","4809",-1.82361205976519,20.6936239691791,-8.3075533158514,9.5344139973577e-14,1.26643319716627e-12,20.6394753382045,0.0781493699999998
"892","151648",-1.23402820347369,7.42288884126866,-8.30676489406182,9.57628596266213e-14,1.27119795993083e-12,20.6351560035165,1.27549253
"14639","79980",-1.37041210638596,6.31077059835821,-8.30147085563643,9.86221664877406e-14,1.30833388804588e-12,20.606156183064,3.56330412
"13905","79577",-2.38253551049932,18.1551303552239,-8.29856504938709,1.00227485293605e-13,1.32879818737816e-12,20.5902411572977,2.65049336
"13637","100188893",-1.52820813792714,19.268307061791,-8.29781003291801,1.00648828127577e-13,1.33271629544428e-12,20.5861062390454,-0.63517025
"13638","29964",-1.52820813792714,19.268307061791,-8.29781003291801,1.00648828127577e-13,1.33271629544428e-12,20.5861062390454,-0.28866157
"2168","4673",-6.98092648731179,58.4478638045522,-8.29707344989537,1.01061579974656e-13,1.33734580471147e-12,20.5820723876172,3.19981628
"1958","284161",-2.20000455158434,10.7089493976119,-8.29680630874847,1.01211690483584e-13,1.33849617639526e-12,20.5806094335361,3.35489247
"18906","493911",-1.67299584403779,8.82924470059701,-8.29527578176021,1.02075996436773e-13,1.34908425484059e-12,20.5722280434135,-0.16534646
"2912","100288693",-1.03218879540351,3.53059912186567,-8.29511830050445,1.02165342937228e-13,1.34942328894521e-12,20.571365680662,-1.55760899
"5338","6829",-0.755573390472335,7.44599532014925,-8.29495756839563,1.02256613926794e-13,1.34978730383368e-12,20.5704855216629,0.26614408
"4163","85459",-3.50150944956815,19.3625872893284,-8.29238168442811,1.03730419798703e-13,1.36838896255002e-12,20.5563808764891,-0.12071784
"11658","23265",-2.85378545058029,29.7808966750746,-8.29075020049399,1.04674779497333e-13,1.37998747879931e-12,20.547448153487,1.49988652
"3585","6629",-0.937289125036441,11.7984745568657,-8.28768267025002,1.06473562641639e-13,1.40282891674488e-12,20.5306542750767,0.79219181
"9283","445",1.69262172691228,11.1650875779851,8.2834403896261,1.09011924902145e-13,1.435380137338e-12,20.5074322053361,0.124437410000001
"10077","1562",4.44627210676384,15.1510090520896,8.28112875844443,1.10420300564798e-13,1.45302142097255e-12,20.4947800171552,0.985907150000001
"14793","51751",-0.64594586077193,4.87459694567164,-8.28077601480233,1.10636795822602e-13,1.45496657746594e-12,20.4928494534334,0.0315783700000001
"5945","9191",-2.17347180637787,18.7314919654478,-8.28042213113345,1.10854414551209e-13,1.45692408603096e-12,20.4909126765651,0.0736806199999993
"1718","10135",6.47162456912821,31.6968235898507,8.27914957289354,1.1164048722361e-13,1.46634554390539e-12,20.4839482846515,4.51600168
"3141","100129447",1.37966072291498,4.62786424253731,8.27835506386861,1.1213406951388e-13,1.47191598309854e-12,20.4796003083935,-1.98674403
"18469","139886",-1.43279717294467,5.05882806641791,-8.27762899652732,1.12587028719657e-13,1.47660063808831e-12,20.4756269973061,-0.00415802000000021
"10447","1192",-1.18715645693657,8.81966004529851,-8.2775597044321,1.12630351701629e-13,1.47660063808831e-12,20.4752478109212,1.12225425
"16274","92595",-2.09692368278003,11.1293065746269,-8.27743659137925,1.12707365621913e-13,1.47669650467894e-12,20.4745741031771,-0.0409434500000003
"8135","2243",4.57068796902834,30.9170138645522,8.27612344280892,1.13532073905724e-13,1.48658252025133e-12,20.4673883989664,0.769399780000001
"6700","8161",-1.55481687753307,13.4592272577612,-8.27425511252128,1.14715801783984e-13,1.5011544018502e-12,20.4571652991438,1.02143641
"2966","91661",-2.53054826782727,15.559586591194,-8.27294529173358,1.15552975668272e-13,1.51117613735062e-12,20.449998680231,-0.05591941
"11349","22996",-2.40885573574629,12.428895241791,-8.27232358455426,1.15952462315628e-13,1.51546506268902e-12,20.4465971667901,2.76784964
"14674","79680",-1.75739149987585,12.0701079755224,-8.27214923819954,1.160647371544e-13,1.51599723881203e-12,20.4456432894479,-1.68980187
"13518","25980",-0.567024333387313,7.0003929019403,-8.27192266882494,1.16210803757407e-13,1.51696986346545e-12,20.4444037010034,0.0971590600000001
"396","84126",-0.984591188758435,5.11549124947761,-8.27061816006225,1.170553651715e-13,1.52705355081491e-12,20.4372667860194,0.0522022500000001
"8482","3159",-1.68102552817004,12.8335216581343,-8.26768874951659,1.18974203850316e-13,1.55113075862941e-12,20.4212414048105,1.71582888
"8369","2960",-0.767994859390012,6.71157945029851,-8.26677920763708,1.19576310703577e-13,1.55802196713775e-12,20.416266111247,-0.794187539999999
"11216","57185",-1.67867661584076,18.5860693539552,-8.26637347778349,1.19845874981754e-13,1.56057449745756e-12,20.4140467808411,-0.0314433799999998
"17123","26090",-2.5025690174251,20.6620402541791,-8.26458955231594,1.21038284598777e-13,1.57513335227868e-12,20.4042891728984,0.24083235
"18937","84904",-2.40427114465317,12.7080111304478,-8.26444667234093,1.21134296557932e-13,1.57541510551034e-12,20.4035076856793,0.51355024
"4878","975",1.05355692243455,10.3427625256716,8.26414829908601,1.21335040379571e-13,1.57679087661029e-12,20.4018757362092,-0.1234124
"13560","8195",-2.05253784154657,15.9342941257463,-8.2640682809558,1.21388932302057e-13,1.57679087661029e-12,20.4014380810598,-0.1446312
"8466","7884",-1.07491272174629,7.66926568365672,-8.26321569970599,1.21964621370873e-13,1.58329808110497e-12,20.3967750146338,0.605735000000001
"13143","7692",-1.61780009082861,11.7426353150746,-8.25948496997679,1.24515795907346e-13,1.61539838776709e-12,20.3763721495155,0.197961890000002
"11401","283345",-0.943010955808369,5.28913694201493,-8.25937778652804,1.24589869046136e-13,1.61539838776709e-12,20.3757860209697,1.87233155
"17182","60412",-1.06954237919838,11.4641815484328,-8.25723507366837,1.26079890796277e-13,1.63371777762075e-12,20.364069188663,-0.0737621599999994
"1720","3980",-1.73913452981377,12.8926838768657,-8.25431147049516,1.28141532186126e-13,1.65941717658635e-12,20.3480838422738,1.25258284
"12357","80765",1.13723213390013,5.66765105970149,8.2528602382244,1.29177303540193e-13,1.67180840122329e-12,20.3401496317216,0.629668730000001
"14914","79598",-1.91223773202429,10.8297375063433,-8.25174428934887,1.29979430251601e-13,1.68116252094653e-12,20.3340487941702,0.0342174700000006
"14625","25788",-1.51101872193522,8.07343122783582,-8.25067011479096,1.30756203606315e-13,1.69017750433398e-12,20.3281765844333,0.0326642800000001
"16351","9213",-1.78568920876653,12.5415931379104,-8.24965298663051,1.31495975009192e-13,1.69870349179557e-12,20.322616457135,-0.0829817199999994
"13226","100509130",-1.45782542305534,11.2649560832836,-8.24950039409676,1.31607315785274e-13,1.6991057844161e-12,20.3217823295757,-1.19451907
"3658","6399",-1.50369136065587,14.8460524421642,-8.24813918919079,1.32604686880503e-13,1.71093964448864e-12,20.3143416960788,0.0361611700000002
"2763","6733",-3.13868367646423,27.5568677941791,-8.24699219820236,1.33450927785582e-13,1.72081032018585e-12,20.3080723068773,-0.11881385
"14246","64940",-1.22138242624832,9.1398684388806,-8.24679043688296,1.33600339596095e-13,1.72168904786063e-12,20.3069695196178,2.47123434
"18260","284613",-0.81880268074764,5.62639108425373,-8.2460498258366,1.34150215832189e-13,1.72772429946551e-12,20.3029215611128,-0.16194181
"11338","9540",-1.54373027375708,6.80922591261194,-8.24380177768703,1.35833116076851e-13,1.74833559975951e-12,20.2906351171165,3.85628561
"7944","4361",-1.82249347474224,12.1720512176119,-8.24267908500013,1.36681405376887e-13,1.75818594676061e-12,20.2844995745821,2.08417593
"7292","29902",-1.26301267434008,6.11852510022388,-8.23831127940519,1.40032014638233e-13,1.80019312022185e-12,20.2606319680812,-0.564597319999999
"17405","641638",-0.989087512542513,10.1135677735075,-8.23815686082217,1.40151953123941e-13,1.80064237652142e-12,20.2597882316708,-0.0392875900000003
"1709","56957",-2.65941313269635,25.9513030713433,-8.23701968587582,1.41038357152595e-13,1.81093250583932e-12,20.2535749141074,0.368162300000001
"16082","84060",-1.79920375104454,15.8274002858209,-8.23650566253873,1.41440853082073e-13,1.81500055323853e-12,20.2507664744985,0.260785419999999
"19896","126375",-1.00953044224022,3.7717688358209,-8.23553833632143,1.4220139572583e-13,1.82365542968973e-12,20.2454815032064,0.150695049999999
"9305","10246",2.18830024475574,7.53895573134328,8.23342165569289,1.43879797637459e-13,1.84406375846775e-12,20.2339177501874,3.40335274
"13673","51642",-0.899555367306348,7.07318309246269,-8.23126960830063,1.45606418706999e-13,1.86506504638844e-12,20.2221617656424,1.19011148
"18539","677778",-1.17462964030229,5.79250283910448,-8.23062075277849,1.46131032816267e-13,1.87065381344135e-12,20.218617458529,-0.0519053199999999
"5635","9897",-1.04352562177058,6.92751094208955,-8.22514280102645,1.50635583411636e-13,1.92715306169016e-12,20.1886983021889,1.44046842
"17880","548645",1.16406797386774,7.61799832,8.22502804756858,1.50731406145224e-13,1.9272151904603e-12,20.1880716172988,2.20423267
"12699","149076",-1.52601636220784,15.7202690676119,-8.22125683215379,1.53914408210141e-13,1.96672536329315e-12,20.1674780494692,-0.338717900000001
"4142","143279",-1.79376242693928,13.6802993106716,-8.21996280823741,1.5502191198815e-13,1.97968307859008e-12,20.1604124459796,-0.0754018000000016
"12072","23354",-1.72932425235087,16.4321203158209,-8.21896406220789,1.55882108769325e-13,1.98916931593388e-12,20.1549593592023,-1.23111611
"2326","5635",-1.77441643726855,14.3766107607463,-8.21888254469511,1.55952526846322e-13,1.98916931593388e-12,20.1545142884888,0.0943120899999998
"18051","100506649",-0.866957773036439,5.26407837746269,-8.2174082100208,1.57231583741694e-13,2.0042769754221e-12,20.1464649376647,-0.209608209999999
"4224","51196",-3.00251771252902,17.584577431194,-8.2172523834804,1.57367378232079e-13,2.00480172893856e-12,20.1456142066926,0.619680349999999
"12679","222658",-1.66556594187854,20.367893380597,-8.21446223587963,1.59818655930908e-13,2.03480651715878e-12,20.1303823534357,-0.15042771
"5474","955",-1.34200977851822,11.5497274806716,-8.21272251341756,1.61366244225082e-13,2.05327642651807e-12,20.120885785256,0.14984089
"19459","388695",-1.01194505479622,4.99312183313433,-8.21163917889487,1.62337447297403e-13,2.06439445284681e-12,20.1149725511796,2.17963907
"7266","7862",-0.670735486755735,6.15490920589552,-8.20796287561541,1.65676720248466e-13,2.10559507809478e-12,20.094907839446,0.257583670000001
"8050","7464",-2.18377402258299,9.10346386723881,-8.20729559310853,1.66290103757811e-13,2.11212358406054e-12,20.0912662248515,-0.72130042
"6349","7159",-1.19179079443995,7.76154148820896,-8.20650531409043,1.67019467240401e-13,2.12011649667774e-12,20.0869534960519,3.01318972
"16524","55342",-4.64385428185426,26.5559658905224,-8.20626683506352,1.67240187553958e-13,2.12164707396297e-12,20.0856520893692,1.89678487
"13898","55709",-1.50453905748988,16.1657458189552,-8.20297195670148,1.70319528616249e-13,2.15941922996042e-12,20.0676728302318,0.65786409
"17874","84961",-3.3392524363104,24.8920408703731,-8.20029686966607,1.72860995547158e-13,2.19033077252517e-12,20.0530773345613,2.6027708
"18505","100129502",-0.949564353125506,5.51610834932836,-8.20011582813918,1.73034348704692e-13,2.19121680314262e-12,20.052089613109,0.231773029999999
"7121","1910",4.40597060846153,18.6843991693284,8.19995379405782,1.73189648047788e-13,2.19187328765857e-12,20.0512055979921,0.51734473
"7242","5082",-1.23377116373011,11.8076458213433,-8.1955371044322,1.77476498305302e-13,2.2447863242365e-12,20.0271115018212,1.23707138
"20094","100506676",-2.17574999079082,10.6295857238806,-8.19411398221689,1.78880109783041e-13,2.26118974096868e-12,20.01934893323,3.51311724
"10718","2810",-6.4308709348826,20.6471883249254,-8.19146433106843,1.81522874834767e-13,2.2932281611505e-12,20.0048973082692,-0.24142017
"11829","23171",-1.23837735564373,6.2769297238806,-8.1903318612129,1.82664197540797e-13,2.30627156680532e-12,19.9987211010844,-0.1523265
"14268","64897",-0.775702467241564,6.31333073350746,-8.188305791539,1.84723917078953e-13,2.33088797333812e-12,19.9876721211767,-0.0155960400000001
"15598","23590",-1.62032283876384,9.8369903719403,-8.1874366456977,1.85614553355744e-13,2.34073209963976e-12,19.982932590541,-0.837193060000001
"16526","83693",-0.927873804469637,5.35045248462687,-8.18552235527817,1.87591246894737e-13,2.36425232404039e-12,19.9724943733903,0.24426409
"12229","9814",-4.28914726363293,21.684509890597,-8.18250024302851,1.90754518868514e-13,2.4026903904568e-12,19.9560170685092,0.0221662600000005
"6323","3796",-2.20059990706073,12.1552501220896,-8.17615652006481,1.9756790898005e-13,2.48703132480769e-12,19.9214360140046,1.7257331
"5241","9775",-0.814109480207826,8.59870574470149,-8.17524578854948,1.9856570852286e-13,2.49810754202216e-12,19.9164721358501,2.64550794
"1684","9647",-2.61125098127396,22.3821189004478,-8.17340538999063,2.00597355440804e-13,2.52216947915067e-12,19.9064417277675,1.09694063
"2401","100287171",-2.67097596369232,31.6156726946269,-8.17254966994515,2.01549017678709e-13,2.53113069860174e-12,19.9017781968359,-0.52674195
"2403","375260",-2.67097596369232,31.6156726946269,-8.17254966994515,2.01549017678709e-13,2.53113069860174e-12,19.9017781968359,0.21999093
"7775","5929",-1.11359159063158,5.75231969544776,-8.17157276500987,2.02640934626486e-13,2.54333580627768e-12,19.8964544249904,0.51774475
"17291","53917",-1.00668238187584,7.39890531470149,-8.17094960943419,2.03340522142503e-13,2.55060527064007e-12,19.8930585662175,-0.96995373
"14130","80150",-3.4586808402969,12.4297558007463,-8.1692717390491,2.05236135972285e-13,2.57285963118865e-12,19.8839155096612,0.43066136
"14665","7564",-0.775147627433203,6.02445232820896,-8.16770343607401,2.0702382892971e-13,2.59373556458003e-12,19.8753700675279,0.0986418799999988
"14892","54842",-2.16344553112281,8.58815464753731,-8.16484140027096,2.10326191542712e-13,2.63355241963588e-12,19.8597766681545,3.3628687
"11520","23766",1.81439344178947,12.0492019712687,8.16464755046493,2.1055174777147e-13,2.63481944966707e-12,19.8587205699441,0.947136909999999
"5934","5118",1.66579880624831,7.3169720969403,8.16415067098961,2.11130995440512e-13,2.64050842349627e-12,19.8560135968956,0.0432800600000007
"15526","50854",-1.83853062481242,13.474500195597,-8.16256069885981,2.12995195034656e-13,2.66225144661015e-12,19.8473518783881,0.29214004
"20441","220296",1.91747448563832,5.07200715649254,8.15939960048673,2.16750194433725e-13,2.70758821891091e-12,19.8301327635291,0.26380765
"5272","10291",-2.7235832873873,26.6514070279851,-8.15900044858496,2.17228989237056e-13,2.71195797996737e-12,19.8279586625594,1.59728778
"7917","8424",2.60621998262618,6.1397213469403,8.15889469442217,2.17356020484499e-13,2.71195797996737e-12,19.8273826465735,-0.851245179999999
"2169","55105",-4.16783990873143,26.5851158473881,-8.1581733957985,2.18224409787131e-13,2.72119031533264e-12,19.8234539825401,0.18562912
"4648","10579",-2.49175365451552,19.5936830635821,-8.15631544391284,2.20477145427915e-13,2.74766400178577e-12,19.8133348905088,0.21897131
"17024","84306",-0.942743486229421,6.6155093880597,-8.15528236601271,2.21739710745837e-13,2.76177396346931e-12,19.807708696677,-1.99014091
"7902","6819",-8.37892909994872,21.7435336879851,-8.15353486027459,2.23891773466594e-13,2.78693954915585e-12,19.7981922302057,-1.6378866
"3408","51427",-1.99714615387855,12.3636925140299,-8.15282342880407,2.24773835038461e-13,2.79627625902809e-12,19.7943181509664,0.0879705599999987
"1537","63893",-1.02307670585695,11.2685410576119,-8.15229488920215,2.25431373481337e-13,2.80281049212183e-12,19.7914400765407,0.76575532
"10693","10979",2.93885783021052,23.1260818290299,8.15195939474631,2.25849741698209e-13,2.80636517748871e-12,19.7896132293992,0.141387719999999
"6588","23480",-0.889533368380572,9.11086943679105,-8.15063759876372,2.27505564510437e-13,2.82528305376208e-12,19.7824159782132,-0.0260286000000001
"17348","116461",-2.61583938557895,18.2211007572388,-8.15048674203092,2.27695308618059e-13,2.82598289887651e-12,19.7815945796735,-0.0432826299999998
"16262","80755",-0.936154407851561,9.44130337216418,-8.14542838324078,2.34149397510219e-13,2.90438473984279e-12,19.75405528475,2.29091345
"14605","79172",-1.57872593305803,9.09145486552239,-8.14504633477204,2.34644178153679e-13,2.90881893409236e-12,19.7519755233115,2.75829067
"7444","1012",-0.81724096448313,4.19762827529851,-8.14490231755541,2.34830960314077e-13,2.90943200304915e-12,19.7511915436181,0.844418410000001
"10715","84790",-2.07682704442376,22.5065633363433,-8.14343753831244,2.36739104363722e-13,2.93135865870825e-12,19.7432180559027,1.12164917
"10433","10493",-0.93034333283131,8.75460570940299,-8.14269634738455,2.37710500741803e-13,2.94166744667982e-12,19.739183583925,0.455731460000001
"2991","5394",-1.23264693415654,10.4918018711194,-8.14096762201997,2.39991558630375e-13,2.9681617986825e-12,19.7297742102256,-1.02774672
"16132","10163",-2.18854392395683,20.1408366719403,-8.14081101565702,2.40199271852102e-13,2.96899753410656e-12,19.7289218417159,1.26480647
"20642","202299",2.54946515348448,5.56233780492537,8.13978393091184,2.41565967108167e-13,2.98414960883593e-12,19.7233318164621,-0.0993447299999985
"5134","7057",7.30916199627529,28.3154193520896,8.13896715842266,2.42658319563244e-13,2.99589694537697e-12,19.7188866070211,0.39606572
"13825","60509",-2.12722608862618,14.6101096197015,-8.13881638763636,2.42860496256348e-13,2.99664675229295e-12,19.718066067059,0.49616164
"10535","23710",3.97014424278272,22.3560939997761,8.13740560245765,2.44760418977077e-13,3.01833191877087e-12,19.7103883950017,-7.16794351
"18131","283149",-1.74239472011336,12.323506161194,-8.13564364783018,2.47154007489012e-13,3.04607609229914e-12,19.7008002366227,-0.0646721800000005
"5625","2180",4.06437959526586,19.41559259,8.13436804365327,2.48901389161389e-13,3.06582838998441e-12,19.6938591190092,1.69490576
"4256","54982",-2.96171807354926,27.1226139547761,-8.131064244355,2.53484331176699e-13,3.12046428838439e-12,19.6758833958199,0.709224709999997
"7672","10020",1.26589917739001,8.47745108246269,8.13041114069367,2.54400170355542e-13,3.12991986594222e-12,19.6723301963419,-0.0263473099999998
"17945","286128",-2.48756260824022,20.4655584709701,-8.12736404782132,2.58716688633357e-13,3.17974645179656e-12,19.6557537981463,-4.14206418
"7522","10875",2.62988910653711,13.1097543632836,8.12734055184591,2.58750254078036e-13,3.17974645179656e-12,19.6556259864601,-0.18039954
"6947","1952",-2.04854670481782,10.9839546608209,-8.12641124507051,2.60081299628987e-13,3.19425067474766e-12,19.6505709105257,0.03874157
"8988","10898",-0.753185662923079,7.83363710335821,-8.12524930107263,2.61755120859342e-13,3.2129455333291e-12,19.6442506482157,-0.0453986500000001
"17976","116113",-1.55174019055331,11.7486684952239,-8.12425947949559,2.63189428539664e-13,3.22868050552479e-12,19.6388668645586,0.433602320000002
"5403","10483",-2.34677021556006,21.4985330948507,-8.12302552569381,2.64988431761328e-13,3.24886858524044e-12,19.6321555173601,-0.29070656
"1071","81857",-1.51702944967881,16.1666853449254,-8.1223943669353,2.65913324383353e-13,3.25832255083037e-12,19.6287228419293,-0.0602086900000001
"3024","79447",-1.80249326438597,15.0656493324627,-8.12133927125539,2.67466613178289e-13,3.27413534678335e-12,19.6229847052606,-6.1571574
"13147","23609",-1.63562793859649,15.4184828280597,-8.12130792410221,2.67512899333616e-13,3.27413534678335e-12,19.6228142276196,-0.0112927800000016
"10776","8175",-2.64006109325775,12.9065285052239,-8.11729695051402,2.73501467090175e-13,3.34518833755861e-12,19.6010028586809,0.428024990000001
"5591","7319",-1.51634009369771,15.5212788211194,-8.11720912767208,2.73634069148922e-13,3.34518833755861e-12,19.6005253251417,-0.0342061300000003
"14140","23417",1.01771171058839,6.69912675201493,8.11345547953454,2.7936170740974e-13,3.4132394078332e-12,19.5801166181972,0.11259455
"9393","8856",3.31187566759514,13.18991114,8.11274668825104,2.80456528729957e-13,3.42464093237629e-12,19.5762632524253,0.693888130000001
"11310","90141",-1.21247408605398,7.9633878691791,-8.11049277166332,2.83966394070201e-13,3.46550231841664e-12,19.5640105162519,0.46297921
"14047","55954",-0.653379851376515,5.7922318211194,-8.10856464324517,2.87003525571592e-13,3.50055077303383e-12,19.5535297366621,4.46558945
"8773","758",0.700470730278003,5.36224329402985,8.10835646315357,2.87333367945754e-13,3.50255738394635e-12,19.5523981766222,0.0556386099999999
"898","126731",-1.77133529832659,15.332566669403,-8.10776170640527,2.88277781110745e-13,3.51204891927099e-12,19.5491654382619,0.20035096
"17679","219738",-0.733228615535764,5.50533346164179,-8.10735361325522,2.88927573920671e-13,3.51794228797893e-12,19.5469473365697,1.35437651
"17971","403341",-1.22233140188664,5.40421875037313,-8.10548103506748,2.91927913906514e-13,3.55243238599851e-12,19.5367698259746,-0.0451998499999999
"20601","136051",-0.760388750931175,4.52952510253731,-8.10384258944511,2.94578479761151e-13,3.58262897371972e-12,19.5278654807858,-0.436886650000002
"19978","128989",-0.835606310736841,6.34286356910448,-8.10198588761545,2.97611019148675e-13,3.61743376459199e-12,19.5177757264816,0.2799841
"10704","22870",-0.596304653203783,7.16571668865672,-8.10160497735453,2.9823697909888e-13,3.62296366925968e-12,19.5157058668251,0.57820564
"1150","51317",-3.07481313101215,20.9332799701493,-8.10090463860803,2.9939127774501e-13,3.63490178241019e-12,19.5119003239561,0.0709053100000006
